Age,Sex,Education,Marital_Status,Job_Position,Shifts,Working_days/week,Working_hours/week_excbreak,Break_timeHrs,Job_Experience,Travelling_Time,SalaryPer Annum,Family_Type,Family_Members,Dependent_Members,Earning_Members,Felt_stress,Stress_past,S1,S2,S3,S4,S5,S6,S7,S8,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,How stress shows its ill effect in job performance?,Health_Problems,Physical_mental_problems,Coping_Stress,CopingMethods_beneficial,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,Organisation_Stress,Beneficial_Org,Company_Programs,Members
23,Female,Graduate,Single,Trainee,Day only,6,8,1,1,2,1,1,3,1,2,0,1,3,1,2,2,1,3,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Losing patience while dealing with customers or clients,Headache;Anxiety,Frequent crying,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
23,Female,Graduate,Single,Trainee,Day only,6,8,1,1,2,1,1,4,1,3,0,1,2,1,2,2,3,3,2,5,3,4,5,4,4,5,4,4,2,1,2,2,2,3,3,Can't complete your work within specific time,Headache;Tension;Depression,None,1,1,5,5,4,4,5,4,5,4,3,4,3,1,0,,Motivational lectures,Sheetal Gorde
31,Female,Post Graduate,Single,Manager,Day only,5,9,1,2,2,4,2,5,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Health club,Raj Shah
23,Male,Post Graduate,Single,Trainee,Day only,6,8,1,1,3,1,1,5,2,3,1,,4,3,4,2,1,2,2,3,3,4,2,3,5,5,4,2,2,4,2,4,1,4,3,Committing more errors,Headache;Stomach disorder;Chest pain;Tension;Anxiety;Depression;Back pain,Increased Smoking;Poor performance in job;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures;Health club,Akash Kadge
21,Male,Graduate,Single,Trainee,Day only,5,8,1,1,3,1,1,3,1,2,0,1,2,1,2,1,1,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Committing more errors,None,None,1,1,3,4,4,4,4,4,3,4,4,4,4,4,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
24,Male,HSC,Single,Associate,Day or Night,5,7,1,2,2,2,2,5,2,3,1,,2,1,3,3,1,2,1,3,2,2,2,5,5,5,1,4,4,5,4,5,4,4,4,Committing more errors,Headache;Chest pain,Increased Smoking;Excessive alcohol;Poor performance in job;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Akash Kadge
24,Female,Post Graduate,Single,Associate,Day only,4,8,1,1,2,1,1,4,1,3,1,,2,3,3,2,2,4,4,5,4,4,4,5,5,5,4,5,5,5,5,5,4,4,4,Low morale,Headache;Back pain,None,1,1,3,3,4,4,2,4,3,5,5,5,4,3,0,,Health club,Akash Kadge
23,Male,Graduate,Single,Trainee,Day only,6,8,1,1,1,1,2,4,2,2,1,,4,3,3,4,2,4,1,4,3,3,1,2,2,3,2,2,3,3,3,2,3,2,2,Low morale,Headache;Tension;Depression;Insecurity;Back pain,Frequent hospitalization;Gambling;Violence,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Anshika Yadav
28,Female,Post Graduate,Married,Trainee,Day only,6,10,1,1,4,1,1,5,3,2,1,,1,1,2,1,5,2,5,2,4,4,4,4,5,4,5,5,5,5,4,5,5,5,5,Lack of concentration,Headache;Tension,Under/Over Eating;Frequent crying;Withdrawal from relationship;Suicidal Thoughts,0,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Suresh Konar
22,Male,Graduate,Single,Associate,Day only,6,9,1,1,3,1,1,4,2,2,1,,1,3,3,4,3,2,2,3,4,4,4,2,4,4,4,2,4,5,1,4,4,3,4,Low morale,Headache;Stomach disorder;Tension;Anxiety;Depression;Insomnia;Restlessness,Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Employee counselling;Health club,Akash Kadge
27,Female,Graduate,Married,Associate,Day or Night,6,7,1,2,3,2,2,7,2,5,1,,2,2,3,3,3,1,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,Low morale,None,None,1,1,3,2,1,2,3,2,1,2,3,2,2,3,1,1,Health club,Anshika Yadav
22,Female,Graduate,Single,Trainee,Day only,5,8,1,1,2,3,1,3,0,3,1,,1,2,2,1,2,3,4,5,1,1,3,2,5,1,2,3,2,3,1,2,1,1,1,Low morale,Anxiety;Restlessness,None,0,,,,,,,,,,,,,,0,,Employee counselling;Health club,Akash Kadge
22,Male,Post Graduate,Single,Associate,Day only,5,9,1,1,1,3,1,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Akash Kadge
21,Female,Graduate,Single,Associate,Day only,5,8,1,2,3,1,2,6,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling,Anshika Yadav
23,Male,Post Graduate,Single,Associate,Day only,5,8,1,1,2,1,1,4,1,3,1,,1,3,5,4,3,4,3,4,1,1,1,5,5,5,3,4,4,2,2,5,1,2,2,Committing more errors,Headache;Restlessness,Under/Over Eating,0,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Sheetal Gorde
23,Male,Graduate,Single,Trainee,Day or Night,6,8,1,1,4,1,1,3,1,2,1,,4,3,5,4,3,4,5,2,3,4,4,4,4,4,5,5,5,5,5,5,4,5,4,Low morale,Headache;Tension;Anxiety;Back pain,Increased Smoking;Poor performance in job,1,1,3,3,5,5,5,5,3,4,4,5,4,4,0,,Effective training and development program;Health club,Akash Kadge
33,Female,Graduate,Married,Team Leader,Day only,5,8,1,3,2,4,2,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Akash Kadge
19,Male,HSC,Single,Trainee,Night only,7,7,1,1,2,4,2,7,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
22,Male,Graduate,Single,Associate,Day only,7,9,1,1,2,1,2,7,5,2,1,,4,5,5,5,5,3,4,3,3,3,3,5,5,3,5,5,4,5,5,4,5,2,4,Lack of concentration,Headache;Stomach disorder;Tension;Depression;Insecurity;Restlessness,Under/Over Eating;Poor performance in job;Withdrawal from relationship;Violence,1,1,1,1,3,4,1,5,1,3,3,3,4,4,0,,Effective training and development program,Raj Shah
24,Male,Post Graduate,Single,Team Leader,Day only,7,8,1,1,2,1,1,3,2,1,1,,2,4,3,2,2,2,3,4,3,4,3,4,4,3,3,1,1,1,1,1,1,3,3,Low morale,Headache;Tension;Depression;Restlessness,Frequent hospitalization;Others,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
24,Female,Post Graduate,Single,Trainee,Day only,6,7,1,1,2,1,1,4,2,2,1,,3,5,2,3,4,3,4,3,2,2,3,3,1,3,4,2,2,1,1,3,4,3,2,Low morale,Headache;Tension,None,1,1,5,4,3,4,1,4,4,5,3,2,2,4,0,,Employee counselling,Anshika Yadav
18,Male,HSC,Single,Trainee,Day only,7,8,1,1,2,1,1,4,2,2,1,,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Low morale,Headache;Stomach disorder;Chest pain;Tension;Insecurity;Restlessness;None;Others,Excessive alcohol;Frequent crying;Withdrawal from relationship;Suicidal Thoughts;Violence;None,0,,,,,,,,,,,,,,0,,Health club,Anshika Yadav
23,Male,Post Graduate,Single,Associate,Day only,6,7,1,1,2,1,1,6,3,3,1,,1,3,3,4,1,4,3,4,4,4,4,3,5,3,4,4,4,5,5,4,3,4,4,Committing more errors,None,Under/Over Eating,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Akash Kadge
20,Male,HSC,Single,Trainee,Day or Night,6,9,1,1,3,1,2,7,4,3,1,,1,2,2,2,1,3,3,3,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,Can't complete your work within specific time,Tension;Depression;Insomnia,Under/Over Eating;Poor performance in job,0,,,,,,,,,,,,,,1,1,Employee counselling,Suresh Konar
22,Female,Graduate,Single,Associate,Day or Night,5,7,1,1,3,1,2,8,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Anshika Yadav
21,Female,Graduate,Single,Associate,Day only,5,10,1,1,2,2,1,4,2,2,1,,1,1,2,1,1,3,4,4,1,3,3,3,4,3,1,1,1,1,1,1,1,1,1,Can't complete your work within specific time,Tension,None,1,1,3,2,3,4,1,4,3,4,5,5,3,3,1,1,Effective training and development program;Motivational lectures,Raj Shah
26,Male,Graduate,Married,Team Leader,Day or Night,6,9.5,1,2,2,2,1,4,3,1,1,,3,3,3,3,2,2,3,2,4,4,4,2,5,2,4,5,5,5,2,5,1,5,4,Can't complete your work within specific time,Back pain,Under/Over Eating;Frequent crying,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures,Raj Shah
27,Male,Post Graduate,Single,Senior Associate,Day only,7,7,1,2,5,2,1,5,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures,Raj Shah
23,Male,Graduate,Single,Associate,Day or Night,6,8,1,1,2,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures,Akash Kadge
23,Male,Graduate,Single,Associate,Day or Night,6,8,1,1,2,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures,Akash Kadge
24,Male,Post Graduate,Married,Associate,Day or Night,6,8,1,1,5,1,1,4,2,2,1,,2,3,3,1,3,4,2,1,3,3,3,1,4,3,1,1,1,1,1,5,3,5,5,Lack of concentration,Tension;Depression;Insomnia;Back pain,Increased Smoking;Under/Over Eating;Others,0,,,,,,,,,,,,,,0,,Health club,Raj Shah
20,Male,Graduate,Single,Trainee,Day only,5,8,1,1,3,1,1,4,2,2,1,,2,3,3,3,2,3,3,3,4,4,5,4,5,4,3,4,4,2,1,3,3,3,3,Committing more errors,Tension;Back pain,Poor performance in job;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Health club,Raj Shah
21,Male,Graduate,Single,Associate,Day or Night,5,8,1,1,3,1,2,5,3,2,0,1,1,3,2,2,3,2,3,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,Lack of concentration,None,Poor performance in job,0,,,,,,,,,,,,,,1,1,Health club,Anshika Yadav
23,Male,Graduate,Single,Associate,Day or Night,6,9,1,1,2,1,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures,Akash Kadge
22,Female,Post Graduate,Single,Manager,Day only,5,9,1,1,4,3,1,5,2,3,1,,2,3,2,3,3,3,2,3,4,4,4,4,5,5,5,5,5,5,2,5,1,1,2,Low morale,Headache;Depression,Frequent crying,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Sheetal Gorde
21,Male,Graduate,Single,Associate,Night only,5,8,1,1,3,1,1,5,2,3,1,,2,3,2,3,3,3,2,3,4,5,5,5,5,2,3,3,4,4,1,3,3,4,3,Low morale,Headache;Stomach disorder;Chest pain;Tension;Depression;Insecurity;Restlessness;Back pain;Others,Increased Smoking;Under/Over Eating;Poor performance in job;Others,0,,,,,,,,,,,,,,1,0,Effective training and development program,Sheetal Gorde
23,Female,Post Graduate,Single,Associate,Day or Night,5,8,1,1,2,2,1,4,1,3,0,1,1,1,1,1,3,4,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,Lack of concentration,Back pain,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Motivational lectures,Anshika Yadav
24,Female,Graduate,Single,Associate,Day only,6,8,1,1,5,1,1,4,1,3,1,,1,3,2,2,2,2,4,4,4,4,4,3,4,4,4,4,3,2,4,5,3,3,3,Losing patience while dealing with customers or clients,Headache;Anxiety;Back pain,Under/Over Eating,1,1,4,4,4,4,4,4,4,4,5,3,3,3,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Anshika Yadav
43,Female,Post Graduate,Married,Trainee,Day only,6,9,1,2,2,2,2,5,2,3,1,,1,2,3,2,3,2,3,3,3,3,3,3,4,4,3,3,3,4,2,3,4,3,4,Lack of concentration,Headache;Stomach disorder;Tension;Anxiety;Depression;Insomnia;Back pain,Under/Over Eating;Poor performance in job,1,1,4,3,4,4,4,5,4,5,5,5,4,3,1,1,Employee counselling;Effective training and development program;Motivational lectures,Anshika Yadav
22,Female,Graduate,Single,Trainee,Day only,6,8,1,1,1,1,1,7,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Motivational lectures,Anshika Yadav
26,Female,Post Graduate,Single,Trainee,Day only,7,8,1,1,5,1,1,5,2,3,1,,1,2,2,1,3,2,2,3,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,Low morale,Headache;Depression;Back pain,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Anshika Yadav
22,Female,Post Graduate,Single,Trainee,Day only,6,8,1,1,1,1,2,8,6,2,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,0,,Employee counselling,Anshika Yadav
23,Female,Graduate,Single,Trainee,Day only,5,8,1,1,2,1,1,3,2,1,0,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,Lack of concentration,Headache;Tension;Anxiety;Depression;Insomnia;Restlessness,Under/Over Eating;Suicidal Thoughts,1,1,1,1,3,3,1,3,3,3,3,2,3,1,0,,Employee counselling;Motivational lectures,Anshika Yadav
22,Female,Post Graduate,Single,Trainee,Day only,6,8,1,1,2,1,2,6,4,2,1,,1,1,2,2,1,3,3,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,Can't complete your work within specific time,Restlessness,Frequent crying,0,,,,,,,,,,,,,,1,1,Health club,Anshika Yadav
29,Female,Graduate,Single,Trainee,Day only,6,8,1,1,2,2,1,5,3,2,1,,2,1,3,3,2,3,3,5,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,Can't complete your work within specific time,Headache;Back pain,Frequent crying,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Anshika Yadav
27,Female,Post Graduate,Married,Trainee,Day only,5,8,1,1,3,1,1,3,2,1,0,1,1,1,1,1,1,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Losing patience while dealing with customers or clients,Headache;Back pain,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Anshika Yadav
27,Male,Graduate,Single,Trainee,Day or Night,5,8,1,1,2,3,2,8,5,3,1,,2,3,2,1,3,1,3,1,2,1,2,2,1,2,1,2,1,3,1,2,1,2,1,Committing more errors,Anxiety,Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling,Akash Kadge
25,Female,Graduate,Married,Team Leader,Day or Night,5,8,1,1,2,2,1,4,0,4,1,,1,1,1,1,1,4,3,4,5,3,2,2,4,4,2,3,2,2,1,5,1,2,3,Lack of concentration,Headache;Tension;Insecurity;Restlessness;Back pain,Frequent crying;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Anshika Yadav
38,Male,Post Graduate,Married,Team Leader,Day only,6,10,1,2,3,3,1,5,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures,Raj Shah
23,Male,Post Graduate,Single,Trainee,Day only,5,8,1,1,2,1,2,8,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Health club,Raj Shah
29,Female,Graduate,Married,Associate,Day only,5,8,1,1,2,2,1,2,0,2,1,,1,2,2,3,2,5,2,3,3,4,4,4,4,4,2,2,1,4,1,1,4,3,3,Lack of concentration,Headache;Depression;Back pain,Frequent crying;Poor performance in job;Withdrawal from relationship,1,1,4,3,4,4,3,2,2,2,4,4,3,3,1,1,Employee counselling;Motivational lectures,Raj Shah
40,Female,Post Graduate,Married,Manager,Day only,6,10,1,2,2,4,2,6,3,3,1,,1,2,2,3,2,4,4,5,4,4,3,3,4,2,3,2,4,4,5,5,4,4,3,Increased Absenteeism,None,None,1,1,4,4,3,3,2,3,1,1,2,3,4,5,1,0,Health club,Raj Shah
37,Male,HSC,Married,Senior Associate,Day or Night,6,10,1,2,2,3,2,8,4,4,1,,2,3,3,3,4,4,4,2,4,4,4,2,4,4,1,1,1,3,2,2,4,4,3,Committing more errors,Headache;Chest pain;Tension;Depression;High/Low Blood Pressure;Back pain,Increased Smoking;Excessive alcohol;Poor performance in job,1,1,4,4,4,3,5,5,2,2,3,5,5,2,0,,Effective training and development program;Motivational lectures,Raj Shah
28,Male,Post Graduate,Single,Associate,Day only,6,7,1,1,2,2,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Raj Shah
36,Female,Graduate,Single,Team Leader,Day only,5,7,1,3,3,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Raj Shah
47,Female,Post Graduate,Married,Manager,Day only,6,8,1,4,1,4,1,5,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures;Health club,Raj Shah
36,Female,Graduate,Single,Associate,Day only,6,8,1,2,2,2,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Health club,Raj Shah
35,Male,Graduate,Married,Team Leader,Day only,5,8,1,2,1,4,1,4,3,1,1,,1,1,4,4,3,2,3,3,1,1,1,4,3,3,3,4,4,5,1,1,3,1,3,Low morale,Headache;Tension;Anxiety;Insecurity;Insomnia,Frequent hospitalization;Poor performance in job;Suicidal Thoughts,1,1,5,5,3,3,4,4,2,1,3,4,3,3,1,1,Employee counselling;Motivational lectures;Health club,Raj Shah
42,Male,Graduate,Married,Manager,Day or Night,5,7,1,2,3,3,2,8,5,3,1,,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,4,4,4,2,1,1,4,3,Increased Absenteeism,Headache;Chest pain;Anxiety;Insomnia;Restlessness,Frequent hospitalization;Poor performance in job;Withdrawal from relationship,1,1,5,5,5,5,5,3,2,2,2,3,1,1,0,,Effective training and development program;Health club,Raj Shah
28,Male,Graduate,Single,Manager,Day only,5,8,1,2,2,2,1,3,2,1,0,1,1,1,3,3,1,3,3,4,4,4,4,4,4,4,3,5,3,3,2,4,1,5,4,Can't complete your work within specific time,Restlessness,None,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Anshika Yadav
29,Male,Post Graduate,Married,Associate,Day or Night,6,8,1,2,3,2,1,4,2,2,1,,2,1,3,4,3,1,4,4,4,4,3,3,3,4,2,5,3,5,4,3,3,1,4,Committing more errors,Tension;Depression;High/Low Blood Pressure,Poor performance in job;Withdrawal from relationship,1,1,3,5,3,3,1,4,2,5,5,5,4,1,1,1,Effective training and development program,Raj Shah
52,Male,HSC,Married,Manager,Day only,6,8,1,4,2,4,1,2,1,1,1,,1,1,1,1,2,2,5,5,1,1,1,1,4,4,1,1,3,3,1,1,4,1,4,Low morale,Headache;Tension;Depression;Insomnia;High/Low Blood Pressure;Back pain,Frequent hospitalization;Increased Smoking;Excessive alcohol;Suicidal Thoughts;Violence,1,1,5,5,4,4,3,5,4,2,2,5,3,3,1,1,Employee counselling;Motivational lectures;Health club,Raj Shah
27,Female,Graduate,Single,Team Leader,Day only,5,8,1,1,3,2,1,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Raj Shah
29,Male,Graduate,Single,Senior Associate,Night only,5,7,1,2,4,2,1,5,3,2,1,,3,2,4,3,5,4,3,3,4,4,3,2,2,3,4,3,4,3,1,2,2,2,2,Losing patience while dealing with customers or clients,Headache;Anxiety;Depression;Insecurity;Restlessness;Back pain,Excessive alcohol;Poor performance in job;Gambling;Suicidal Thoughts;Violence,1,1,3,3,4,5,5,4,4,3,5,2,2,2,1,1,Employee counselling;Effective training and development program;Motivational lectures,Raj Shah
27,Female,Post Graduate,Single,Trainee,Day only,6,8,1,1,1,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures,Raj Shah
41,Female,Post Graduate,Married,Team Leader,Day only,5,7,1,4,3,4,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Raj Shah
55,Male,Post Graduate,Married,Manager,Day or Night,5,8,1,5,3,4,1,4,3,1,1,,3,3,4,5,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,5,5,4,Low morale,Headache;Stomach disorder;Chest pain;Tension;Anxiety;Restlessness;Back pain,Frequent hospitalization;Under/Over Eating;Poor performance in job,1,1,3,5,5,5,5,3,3,4,4,4,3,3,0,,Effective training and development program;Motivational lectures,Raj Shah
35,Female,Post Graduate,Married,Team Leader,Day only,6,8,1,3,3,3,2,8,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Raj Shah
35,Male,HSC,Married,Team Leader,Day or Night,6,8,1,3,2,2,1,4,2,2,1,,1,4,4,3,3,2,3,3,1,1,4,4,4,1,1,1,4,4,4,4,5,4,3,Committing more errors,Stomach disorder;Tension;Insomnia;Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating;Withdrawal from relationship,1,1,4,4,5,5,3,3,3,2,1,2,2,2,1,1,Employee counselling;Effective training and development program;Motivational lectures,Raj Shah
36,Male,Graduate,Married,Manager,Day only,6,9,1,3,3,3,2,8,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Health club,Raj Shah
25,Male,Graduate,Single,Trainee,Day only,5,8,1,1,3,2,1,4,2,2,1,,1,1,1,1,3,3,3,2,1,1,1,1,1,1,3,3,3,3,2,4,4,5,5,Committing more errors,Headache;Insomnia;Back pain,Poor performance in job,1,1,5,5,5,5,5,3,1,1,1,5,4,4,1,1,Employee counselling;Motivational lectures,Raj Shah
32,Female,Post Graduate,Single,Team Leader,Day only,6,8,1,2,3,3,2,6,4,2,1,,2,2,4,3,4,5,5,3,3,3,3,2,2,2,2,2,3,4,4,5,5,5,4,Increased Absenteeism,Headache;Stomach disorder;Chest pain;Tension;Anxiety;Depression;Insecurity;Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating;Frequent crying;Poor performance in job,1,1,3,3,4,4,4,4,4,5,5,5,5,5,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Raj Shah
24,Female,Graduate,Single,Trainee,Day only,6,9,1,2,1,1,2,8,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Effective training and development program,Anshika Yadav
31,Male,Graduate,Single,Team Leader,Day or Night,6,8,1,2,2,3,2,6,4,2,1,,3,4,3,4,5,5,3,3,3,4,4,3,3,2,2,3,4,4,4,4,4,3,3,Losing patience while dealing with customers or clients,Tension;Anxiety;Depression;Insomnia;High/Low Blood Pressure;Restlessness;Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating;Frequent crying;Violence,1,1,3,4,4,4,4,5,5,5,5,5,5,5,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Raj Shah
45,Male,Graduate,Married,Manager,Day only,6,8,1,5,3,4,1,4,2,2,1,,3,3,3,4,5,5,2,3,3,3,4,4,4,4,4,4,3,3,3,4,3,4,3,Low morale,Insecurity;Insomnia;High/Low Blood Pressure;Restlessness;Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating;Frequent crying;Poor performance in job;Gambling,1,1,2,2,3,3,4,4,5,5,5,5,4,5,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Raj Shah
25,Male,Graduate,Single,Associate,Day only,6,8,1,1,1,2,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Health club,Raj Shah
38,Male,Graduate,Single,Team Leader,Day only,6,7,1,2,2,3,2,8,4,4,1,,1,1,1,1,3,3,4,4,1,1,1,1,1,3,3,3,5,5,5,4,4,4,4,Committing more errors,Headache;Chest pain;Tension;Insomnia;High/Low Blood Pressure,Increased Smoking;Excessive alcohol;Poor performance in job,1,1,5,3,3,3,3,4,4,4,3,3,4,2,1,1,Employee counselling;Motivational lectures;Health club,Raj Shah
24,Male,Graduate,Single,Trainee,Day or Night,5,7,1,1,2,2,2,8,4,4,1,,2,5,3,1,1,4,1,1,3,3,2,5,5,5,4,2,3,4,4,5,1,3,5,Low morale,Tension;Anxiety;Depression;Insecurity;Insomnia;Restlessness,Increased Smoking;Excessive alcohol;Under/Over Eating;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Effective training and development program,Raj Shah
23,Female,Graduate,Single,Trainee,Day only,6,8,1,1,1,1,1,6,4,2,1,,1,1,1,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Can't complete your work within specific time,Headache;Tension;High/Low Blood Pressure,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Anshika Yadav
24,Female,Post Graduate,Single,Associate,Day only,5,9,1,1,4,2,1,4,2,2,1,,3,3,3,4,3,4,2,4,3,4,5,5,4,2,4,4,3,4,1,3,5,3,2,Committing more errors,Headache;Tension;Depression;Restlessness;Back pain,Under/Over Eating;Frequent crying;Poor performance in job,0,,,,,,,,,,,,,,0,,Motivational lectures;Health club,Sheetal Gorde
30,Female,Graduate,Married,Senior Associate,Day only,5,9,1,2,2,4,1,5,1,4,1,,2,3,3,2,1,4,4,4,4,3,4,3,4,3,5,4,4,5,4,3,2,2,2,Low morale,Headache;Restlessness;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program,Sheetal Gorde
22,Female,Graduate,Single,Associate,Day only,5,9,1,1,1,2,1,4,0,4,1,,1,4,4,5,2,3,3,2,1,1,4,3,4,3,3,2,2,4,1,4,2,2,1,Lack of concentration,Tension;Depression;Restlessness;Back pain,Under/Over Eating;Withdrawal from relationship,1,1,3,4,4,4,4,4,2,2,4,3,3,4,1,1,Employee counselling;Health club,Sheetal Gorde
25,Female,Graduate,Single,Associate,Day only,5,9,1,1,5,2,1,5,2,3,1,,3,3,4,5,4,4,2,2,3,4,5,5,4,5,4,5,5,4,4,4,1,4,4,Lack of concentration,Headache;Tension;Anxiety;Restlessness;Back pain,Under/Over Eating;Poor performance in job,1,0,2,4,4,4,3,3,2,3,3,3,3,3,0,,Health club,Sheetal Gorde
24,Female,Graduate,Single,Associate,Day only,5,9,1,1,1,2,1,4,3,1,1,,3,2,4,4,3,3,2,2,3,4,4,5,4,3,5,5,4,5,1,4,1,4,4,Lack of concentration,Headache;Tension;Depression;Restlessness;Back pain,Under/Over Eating;Poor performance in job,1,1,2,4,4,4,4,3,3,4,4,4,4,3,0,,Health club,Sheetal Gorde
